run_accession	description
SRR17562872	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 FOS-R
SRR17562877	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 FOS-R
SRR17562878	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 FOS-R
SRR17562879	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 FOS-R
SRR17562880	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 FOS-R
SRR17562881	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 FOS-R
SRR17562883	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 FOS-R
SRR17562884	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503
SRR17562886	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 FOS-R
SRR17562890	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R
SRR17562892	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R
SRR17562893	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R
SRR17562896	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R
SRR17562902	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 ND
SRR17562903	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 ND
SRR17562905	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 ND
SRR17562910	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R FOS-R
SRR17562911	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R
SRR17562913	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R
SRR17562916	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503
SRR17562919	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R
SRR17562926	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R
SRR17562929	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R FOS-R Population
SRR17562930	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 FOS-R Population
SRR17562933	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 FOS-R Population
SRR17562941	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R FOS-R
SRR17562942	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R FOS-R
SRR17562944	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R FOS-R
SRR17562947	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R FOS-R
SRR17562948	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R FOS-R
SRR17562949	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R FOS-R
SRR17562951	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R FOS-R
SRR17562962	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R Population
SRR17562964	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R Population
SRR17562965	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 ND Population
SRR17562967	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R FOS-R Population
SRR17562968	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R FOS-R Population
SRR17562971	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 FOS-R Population
SRR17562972	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R
SRR17562973	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 FOS-R Population
SRR17562974	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 FOS-R Population
SRR17562975	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 FOS-R Population
SRR17562978	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R Population
SRR17562982	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 ND
SRR17562983	Illumina HiSeq 3000 sequencing: WGS of E. faecium HOU503 DAP-R
SRR17604810	Illumina MiSeq sequencing
SRR17604901	Illumina MiSeq sequencing
SRR17609562	NextSeq 550 sequencing: Enterococcus faecium VirulenceFinder
SRR17609563	NextSeq 550 sequencing: Enterococcus faecium VirulenceFinder
SRR17609564	NextSeq 550 sequencing: Enterococcus faecium VirulenceFinder
SRR17609566	NextSeq 550 sequencing: Enterococcus faecium VirulenceFinder
SRR17609568	NextSeq 550 sequencing: Enterococcus faecium VirulenceFinder
SRR17609574	NextSeq 550 sequencing: Enterococcus faecium VirulenceFinder
SRR17609578	NextSeq 550 sequencing: Enterococcus faecium VirulenceFinder
SRR17609582	NextSeq 550 sequencing: Enterococcus faecium VirulenceFinder
SRR17609587	NextSeq 550 sequencing: Enterococcus faecium VirulenceFinder
SRR17609589	NextSeq 550 sequencing: Enterococcus faecium VirulenceFinder
SRR17609590	NextSeq 550 sequencing: Enterococcus faecium VirulenceFinder
SRR17609591	NextSeq 550 sequencing: Enterococcus faecium VirulenceFinder
SRR17609599	NextSeq 550 sequencing: Enterococcus faecium VirulenceFinder
SRR17609602	NextSeq 550 sequencing: Enterococcus faecium VirulenceFinder
SRR17658218	Illumina iSeq 100 sequencing: WGS of Enterococcus faecium
SRR17658224	Illumina iSeq 100 sequencing: WGS of Enterococcus faecium
SRR17658225	Illumina iSeq 100 sequencing: WGS of Enterococcus faecium
SRR17658227	Illumina iSeq 100 sequencing: WGS of Enterococcus faecium
SRR17658228	Illumina iSeq 100 sequencing: WGS of Enterococcus faecium
SRR17662728	Illumina MiniSeq sequencing: Short read sequencing of Enterococcus faecium 1525
SRR17662729	Illumina MiniSeq sequencing: Short read sequencing of Enterococcus faecium 642
SRR17662730	Illumina MiniSeq sequencing: Short read sequencing of Enterococcus faecium 237
SRR17662737	MinION sequencing: Long read sequencing of Enterococcus faecium 211b
SRR17662740	MinION sequencing: Long read sequencing of Enterococcus faecium 642
SRR17662741	MinION sequencing: Long read sequencing of Enterococcus faecium 237
SRR17671378	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671379	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671381	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671384	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671385	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671387	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671388	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671391	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671395	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671398	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671404	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671405	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671406	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671408	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671409	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671410	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671414	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671416	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671418	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671419	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671426	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671429	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671430	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671431	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671432	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17671433	NextSeq 500 sequencing: WGS of E. faecium: genomic surveillance of nosocomial VRE
SRR17683678	Illumina NovaSeq 6000 sequencing: Vancomycin resistant Enterococcus faecium from an Irish hospital
SRR17683679	Illumina NovaSeq 6000 sequencing: Vancomycin resistant Enterococcus faecium from an Irish hospital
SRR17683689	Illumina NovaSeq 6000 sequencing: Vancomycin resistant Enterococcus faecium from an Irish hospital
SRR17683690	Illumina NovaSeq 6000 sequencing: Vancomycin resistant Enterococcus faecium from an Irish hospital
SRR17683694	Illumina NovaSeq 6000 sequencing: Vancomycin resistant Enterococcus faecium from an Irish hospital
SRR17683701	Illumina NovaSeq 6000 sequencing: Vancomycin resistant Enterococcus faecium from an Irish hospital
SRR17683704	Illumina NovaSeq 6000 sequencing: Vancomycin resistant Enterococcus faecium from an Irish hospital
SRR17805952	Illumina MiSeq sequencing
SRR17843622	Illumina MiSeq sequencing: Vet-LIRN Archived Isolate Sequencing Project
SRR17914793	Illumina MiSeq sequencing
SRR18017675	Illumina MiSeq sequencing
SRR18106323	Illumina MiSeq sequencing
SRR18117853	GridION sequencing: E.faecium CFN_9465
SRR18182113	NextSeq 500 sequencing: Whole genome sequence of Enterococcus faecium strain BR-MHR218
SRR18268576	Illumina MiSeq sequencing
SRR18268590	Illumina MiSeq sequencing
SRR18327499	Illumina MiSeq sequencing
SRR18344829	Illumina MiSeq sequencing
SRR18344831	Illumina MiSeq sequencing
SRR18344833	Illumina MiSeq sequencing
SRR18344834	Illumina MiSeq sequencing
SRR18344842	Illumina MiSeq sequencing
SRR18344843	Illumina MiSeq sequencing
SRR18346719	Illumina MiSeq sequencing
SRR18346720	Illumina MiSeq sequencing
SRR18346723	Illumina MiSeq sequencing
SRR18346727	Illumina MiSeq sequencing
SRR18346734	Illumina MiSeq sequencing
SRR18346735	Illumina MiSeq sequencing
SRR18346736	Illumina MiSeq sequencing
SRR18346738	Illumina MiSeq sequencing
SRR18346742	Illumina MiSeq sequencing
SRR18346743	Illumina MiSeq sequencing
SRR18346744	Illumina MiSeq sequencing
SRR18352254	Illumina MiSeq sequencing
SRR18352255	Illumina MiSeq sequencing
SRR18352257	Illumina MiSeq sequencing
SRR18352264	Illumina MiSeq sequencing
SRR18352265	Illumina MiSeq sequencing
SRR18352266	Illumina MiSeq sequencing
SRR18352267	Illumina MiSeq sequencing
SRR18352269	Illumina MiSeq sequencing
SRR18352273	Illumina MiSeq sequencing
SRR18352276	Illumina MiSeq sequencing
SRR18352280	Illumina MiSeq sequencing
SRR18352283	Illumina MiSeq sequencing
SRR18352287	Illumina MiSeq sequencing
SRR18352289	Illumina MiSeq sequencing
SRR18352292	Illumina MiSeq sequencing
SRR18352295	Illumina MiSeq sequencing
SRR18356305	Illumina MiSeq sequencing
SRR18356306	Illumina MiSeq sequencing
SRR18356308	Illumina MiSeq sequencing
SRR18356311	Illumina MiSeq sequencing
SRR18356313	Illumina MiSeq sequencing
SRR18356320	Illumina MiSeq sequencing
SRR18356321	Illumina MiSeq sequencing
SRR18395935	Illumina MiSeq sequencing
SRR18395937	Illumina MiSeq sequencing
SRR18395939	Illumina MiSeq sequencing
SRR18395943	Illumina MiSeq sequencing
SRR18395944	Illumina MiSeq sequencing
SRR18395945	Illumina MiSeq sequencing
SRR18395946	Illumina MiSeq sequencing
SRR18395956	Illumina MiSeq sequencing
SRR18395957	Illumina MiSeq sequencing
SRR18398717	Illumina MiSeq sequencing
SRR18398718	Illumina MiSeq sequencing
SRR18398720	Illumina MiSeq sequencing
SRR18398721	Illumina MiSeq sequencing
SRR18398728	Illumina MiSeq sequencing
SRR18398734	Illumina MiSeq sequencing
SRR18398737	Illumina MiSeq sequencing
SRR18426043	Illumina MiSeq sequencing
SRR18495321	Illumina MiSeq sequencing: WGS of a veterinary pathogen isolate
SRR18529138	Illumina MiSeq sequencing
SRR18572368	BGISEQ-500 sequencing: 19B0454280
SRR18572759	Illumina HiSeq 2500 sequencing: WGS of gut isolates:stool sample
SRR18794256	Illumina MiSeq sequencing
SRR18794259	Illumina MiSeq sequencing
SRR18794292	Illumina MiSeq sequencing
SRR18794294	Illumina MiSeq sequencing
SRR18850311	Illumina MiSeq sequencing: Genome sequencing of Enterococcus faecium strains from fermented goat milk
SRR18944057	Illumina MiniSeq sequencing: WGS of Enterococcus faecium: NJDA-WGS-082
SRR18964356	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964357	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964363	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964370	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964371	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964372	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964377	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964382	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964384	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964387	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964392	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964396	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964406	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964407	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964408	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964415	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964416	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964419	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964420	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964423	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964425	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964427	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964433	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR18964434	Illumina NovaSeq 6000 sequencing: Illumina sequencing of Enterococcus faecium
SRR19097854	Illumina MiSeq sequencing
SRR19138401	MinION sequencing: E. faecium DNA from positive hemoculture
SRR19383141	Illumina MiSeq sequencing
SRR19441480	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441600	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441612	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441646	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441694	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441706	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441720	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441723	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441759	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441775	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441790	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441792	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441795	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441796	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441798	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441804	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441844	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441845	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441872	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441881	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441904	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441906	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441914	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441930	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19441967	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442039	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442045	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442047	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442148	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442159	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442206	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442253	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442271	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442276	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442308	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442314	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442319	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442325	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442371	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442388	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442418	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442434	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442440	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442492	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442568	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442619	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442620	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442623	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442628	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442630	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442631	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442657	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
SRR19442675	NextSeq 500 sequencing: Whole genome sequencing of bacterial isolates
